specimen_id	instance	variant	node_type	spec.bit	readback.tsv	checkpoint
SLICE_X25Y25_zini_C5FF	SLICE_X25Y25	zini_C5FF	derived	77b9230e3cf6e2c1ac328fd8b9b5992a889ef325cefa02758f527c517fd660ea	541cdab950107137fa26e81080192336d91d80eee91e083e72b820b157f5a046	5b75a1b9030eb920668fa83f475e6905a83fee252624f4420cdcf3f222252958
SLICE_X25Y25_zini_CFF	SLICE_X25Y25	zini_CFF	derived	be5a175cc15f8dff2920c74f2c3c9540abadfc0ac264408710d4906aaa6b96c9	d1174fd2192b911ced15a8a8a7f74fd72a6ad65948a51c8331ccee109a4f787e	ec906cb20af70e3f87121f69a5d724e83662e1c58ea90df557d5f1d2c57f8b0e
SLICE_X25Y25_zini_D5FF	SLICE_X25Y25	zini_D5FF	derived	c1b4cf3b7315e4bce5311206d5b1debd68b067bdc546ebd4c29cec90b85f2ba3	0c37c8a6041863cb787bd295af319fe65b26fc67777cc689eea8db33713fd740	485f8683ee04af77a2c537b4345db440fbc69460f7c4e976c28630bbedb42366
SLICE_X25Y25_zini_DFF	SLICE_X25Y25	zini_DFF	derived	218966e55e14c43e6c3b6cfdba210bdb50f362d3fb06b04e551ef4a8d8302619	8c8928e7013581e83dc834d61892890de198fa1a48a30b5225601eccc14ae50f	90afa9f39800638777579c630cdab2f4988d75d61eb53dcb8fcb04194a6c1c63
SLICE_X25Y25_zrst_A5FF	SLICE_X25Y25	zrst_A5FF	implementation	ba16e025cdb3dd03c1a00cbf49ace43794b16d7eaa8965556efac75d0af6e36c	f35375be9c17805a54d6faebb8bd77bbe15b25ec0842a76a22426869b26834fc	26422aac8ee6aa5a30abcfab49f4e3ad8f36b33e292ebd9a445ff901c18491fe
SLICE_X25Y25_zrst_AFF	SLICE_X25Y25	zrst_AFF	implementation	de44109e76381ca6cddf4fa01dcbc50170795eda3ebcaf79e4d9d797de57fc24	681c42970e116164f995b3b57f7f7735679c3229671034f2ccd54da027f73a66	6831e0878eae4367113a01231a8625956398ea6133bde81ae24b429ff450400a
SLICE_X25Y25_zrst_B5FF	SLICE_X25Y25	zrst_B5FF	implementation	ac3ff3a94105575cca57184390305c5a2c25d100cd117e650c8059f425f9bac9	a48721122826264ee879cd8bb86045c3485935751be883b4631aa55a23444635	11759c486c2f0b0f6f1ca9177926e676b7c183f6ec342b2ef42ee21eb2273d61
SLICE_X25Y25_zrst_BFF	SLICE_X25Y25	zrst_BFF	implementation	5c4fcf5d681273cec3b1b23ea7f13af2795111e2ae65fbf52245936ae71df3ab	a225ca4244f008060894b6a83179748a394d2518844b4b53de28867e5db45c96	26e5ac72632d58ad15f77e5c271701116b53ada969f9c887aa6fc0d60fb1d055
SLICE_X25Y25_zrst_C5FF	SLICE_X25Y25	zrst_C5FF	implementation	136a66865ec7ddad7da96274f79f33e4726ac82217a1657a0f544ce7d0906676	d4ba4fefb6d03563928ff1b83b45c3e8ec6093f072073a43b7f593348ea9aead	2e0b49f967d1f5a0793b49b7b2040524995e576324045ee942554f81ef94edd2
SLICE_X25Y25_zrst_CFF	SLICE_X25Y25	zrst_CFF	implementation	cf3cf6f4f3c92a7f2332280638bb6d3cbb9c6d0d9bc49d9120747f6fda22a694	31abaf204d64e19848dd423936f41b73e9db6b58b9cd0dce0cfed10a4c224b4c	3941488e272e099ba5198fc5b56eb6688922eb3778d8a8d15417ff6b8aeaf61a
SLICE_X25Y25_zrst_D5FF	SLICE_X25Y25	zrst_D5FF	implementation	45825cfd50a66b556737a72bae7c20f6f26e45176c38a9d741b35ecc22edcd5c	fbbfde104a67f64e36e8b1cfeada745ddec3020126f5293e815c28c6bcaa441d	b51559cf78bc0c29c5f0550b2eb75d321b6313fd62aaeb863574a19dae2ce11a
SLICE_X25Y25_zrst_DFF	SLICE_X25Y25	zrst_DFF	implementation	e30ef2a2c8379bebe84ca72b7f40572ec129e78c6172f5f0853adb29c7915ea9	bf8d604c4fa8e3e44c300820e84a97e141472ba1778d34d201b0d65588aeed0e	934ec259484bd5eb4fc1598f5484c360a45f58391896f4bb145ad836275bfa3f
SLICE_X2Y25_async	SLICE_X2Y25	async	implementation	dd2c140a63dae36235408976a574d8c2f9633d5f5d4a3a126266cc3b3ab8f985	b5ed53820cf2101f4f8eda5777aad1d27e48259e4ff22122d8d0a0deabf440fe	e5bce84a89d27946d16ec6ae95c2d65106242d4c646954643b9235605dec5f62
SLICE_X2Y25_base	SLICE_X2Y25	base	implementation	6136264c1d27457e3b3a2563554e966d9d929d69a0d719ca14bdcfe71669fed5	40b859e243818ce63cbfb4370b5c6b3b338cee718c3f9e4f2c31f4fa74ebf9dc	e38c9cdd12b7cbf91ca97ea91557fa5eac1dbe8a5b2ba11de0117c717accc623
SLICE_X2Y25_ce_tied	SLICE_X2Y25	ce_tied	implementation	294fa56218ce210f40fe5b6a6552e1db8812abe1b10006ff54fe7fdead9fa361	3e2201caed718734f190821356fa5556648d6a90ed5fb0fc410998848233b6e2	35bafd1290c0c7a35b4b6a163b07c1cbc931e536f5026b19c6f3b4d4739558b0
SLICE_X2Y25_clkinv	SLICE_X2Y25	clkinv	implementation	66cbd87eb44e58490c2d43e2688246974ce48c6f2a4b9ba7b3488f7548bd3684	82fca2d677b70d13458132d8ea764e77776ba5379de077802ed3ffb03e7dcc57	a9d6cca296c90e3047d4b42770927776aa5685670d7114e2be5867d087024552
SLICE_X2Y25_latch	SLICE_X2Y25	latch	implementation	cd2105b61d37e8087f81e49ef18df7fd55bfc331b6f9f6e8010f57efc81e0624	774214cafbdcded45a39205b3d06156eec89f242b39afd018d66c8f47030be47	fcc499116a311f6c29ef9cad8ae530f95f0033d5d62d1385825770f2963daca7
SLICE_X2Y25_latch_base	SLICE_X2Y25	latch_base	implementation	41e4a6aaf0163b4caff01c330fced7bfaa6e71a302ae9dab7f8f838aceb89aed	d9ca9936fadc8f429599d546c744d069a5e4c48193fb5b879df6ac8b08a8675f	56a537f39ffddf679b707098e796b04a2f1051312822ac173dad524bd947e8df
SLICE_X2Y25_sr_tied	SLICE_X2Y25	sr_tied	implementation	5a45918ae50dfbb483547bd1446f5d9801377f4250faae1c2602bb482d203c3b	f12a6f726893d9ba3d18d4a4bc970f49c378e91cac4b93e5a2d6a7f936853116	d69bf7c96dda475982a76c87beb3ececfa5a49ada742623c320b478d8afaf963
SLICE_X2Y25_zini_A5FF	SLICE_X2Y25	zini_A5FF	derived	6b3ff8b019c37439e4d8bbac430072dc987033f08037711cac44b4576247a8a4	c1a0fbbec0654583bd648c0fced1fdf0dd3c6eb4faa68eebc74eb109c5baa2f2	ecaf9ec9dc7d04655cc849d9229bfc457fbd0f8445227bd64f2fd8ddc1db8dd6
SLICE_X2Y25_zini_AFF	SLICE_X2Y25	zini_AFF	derived	12c097c8fed83abd84a4b06b72978c6181658e7e5d564e2fbc1a78764ba94554	af69a98225475e60247f1ae97c6a80d091cfa084f2b877b0b2072d7c2f318906	1d0fa948c9b41066a0cc314c643dc87db9c958a1bf9477e490e4a5861bf1fdfa
SLICE_X2Y25_zini_B5FF	SLICE_X2Y25	zini_B5FF	derived	416821c312354d44e761376dcc489c100f67bd335ac5502af5ad086800d7d70c	e3baf7395bfa65d8205df4577ca2e729f28639bb5aee833c8e8728c18c40cff8	1b84c1cfb0fbb9fe45e254a704d5e7a6afc902a660b9151cd9e367738b543dca
SLICE_X2Y25_zini_BFF	SLICE_X2Y25	zini_BFF	derived	8fc94e97e658cd293912417920b1a8f6455cf34cd948f6c40d2d1987648f3f8a	004cc51c1e19c16c56b9d6f2a17541e945d7fedbdcf7a50f3d870e063e73fb10	ec94c51574a5206360c4fee7a3f822dfedda3ad61569cd686dc3c9972fc27a39
SLICE_X2Y25_zini_C5FF	SLICE_X2Y25	zini_C5FF	derived	9ed8be1c3769d97746861e9baa36ef507738ecd9fe0479a92f7853b223fbab37	84e82ff785113893e3697c17475599f5de2943e0772b0de1530f1f74a6c5407c	550071bc8b8aa6465ff63c9b86f15f71b49ba22cdd1d148129bad70f30997235
SLICE_X2Y25_zini_CFF	SLICE_X2Y25	zini_CFF	derived	f7a7b5edf144d379dea4a1f7db5d23c15b2282c7388e75817cc59348e4cb6647	548bd2b0822f7641599e65cc85a39ea477e615834724a5a085de631cfbe01dc5	4d60143811d965159450ebca65220d468bd027a6d72ffea37221a961c6263474
SLICE_X2Y25_zini_D5FF	SLICE_X2Y25	zini_D5FF	derived	27fb0c017c64de7b27bcbe85c2cd52084d7a10ddc25f4f9b3f9742ced79c498f	b9f17c3bc8abfdfe2466219c98beb82278f5a1224076f573ffb026db5f73686b	36e77267c9c5744542cac1bda65a5cc8dceeb0533a72c1e3fe1b87bf0f3ceff6
SLICE_X2Y25_zini_DFF	SLICE_X2Y25	zini_DFF	derived	47ffcc81e404fae9952db81ff25a24247a75ac96aabbc5593d8d285021995cca	8aa6d59d9327117691a59eaf41d74debf2e15afe6246fb3ed5ff852d75171a06	b01626e63ce1f161878d0b49acaf64e4bc7d0878f79e4497f8901dd65bff78a3
SLICE_X2Y25_zrst_A5FF	SLICE_X2Y25	zrst_A5FF	implementation	dbf18e9fc1f41f04dc71afe0dec2a4f9c06eb3ba2203586b8386d31f6fbbf120	c1dcf39f11fb63cbdfd7d88db05b838e4637bfbb7fcb3daba862d3fca755ee51	3bc409b5ce5b73fd462c19c1cf7aa9e524182d96eb2bb32d0a0de38fa717994d
SLICE_X2Y25_zrst_AFF	SLICE_X2Y25	zrst_AFF	implementation	93770c4e235ebfd114c9535b3f6648aa577f70ab3f4fec9e130402115a858fed	d36dfb839cb9328c47b19ff5516d8fb9cccb600e36f2ebcc3fe889e7a6124753	f7c4a207522999f2d1702e2a3d09a4000606089a35d1dc926e3f64d2bb1f70c4
SLICE_X2Y25_zrst_B5FF	SLICE_X2Y25	zrst_B5FF	implementation	5e4fbf9cdec36111e5d34bffaea2e226eda42a35b0b673b44b443e6a05fe80c4	8225813c002acb70e59ab18dca380e73483443eccdaa4e81905b4b91f4b56a5f	42b47dab95b166739c00e53a357d88c532c8883cd551b4addfa08826bc4899f6
SLICE_X2Y25_zrst_BFF	SLICE_X2Y25	zrst_BFF	implementation	97eac596a8adf0b31eaed69f25c7b42f8fa12ed14315be4379126c9cb770ea0c	c7473687d3a37b7974e312f427c33e17a9da9efb17b0a1974e307d028ddc5202	eb9a1f9e48a338642854e69750eb8e2cf69e33893dcd5f4c26fbc87e2785f4f4
SLICE_X2Y25_zrst_C5FF	SLICE_X2Y25	zrst_C5FF	implementation	0379321b07eacf4e3704d6bb27d17a88bf2e234df0b53cc860f251f835cefbec	27bf0f1c25b286b656a265e6dc65f1bc6824937fed53b4440af276851e54dd9f	db6e5597fb335c1a9232463480fc3beed79e1f7e4e4b149b46e9a90255b0cb17
SLICE_X2Y25_zrst_CFF	SLICE_X2Y25	zrst_CFF	implementation	bb4ab02087d5fd0b9a48c96308d120e645134d381f27ade13651aa10a2acf1ba	c583e6f9cfb1f93c336d78a35a116df4ce24e569747d47070fea8c3c11a50121	1081565f1ffec6ffd20fe1e37b26b7e53e5f30f9a8aa0eedf7b464048d8794fc
SLICE_X2Y25_zrst_D5FF	SLICE_X2Y25	zrst_D5FF	implementation	b34fae5fd6d082d471dc8d04e8f022759e68c2f499d56ae25281ad397725f50d	fe7c09accd58d3d72a667b522ba714d719b1d7d8b8abf52936bf10cdbd2dc52e	feca2fa71d0dee0860d96b6e15b6e892fc2ab77dd2f6a376514457073409b5b2
SLICE_X2Y25_zrst_DFF	SLICE_X2Y25	zrst_DFF	implementation	6e9c0769599de45c3cd54a830492ed40981d43e15a042756458e94652c54f640	2b829075c7d5138056385c003647f8218737d7515cfd005a53bb9f56d4d1d8db	dc9eff76e54964efcd2a55fe94f4ef1a707ee936f531df588eda9dfa6a555c6b
SLICE_X3Y25_async	SLICE_X3Y25	async	implementation	93f8c265778f5e2467f1636bb2f14e4dec4256529765ef6b7236c0725aa0207f	67f02345d82e6dbe88f2748da6f07571bf0aecc683cbceec552109bb7072a294	8d6ba215443e5ad28ba37f812a36722209b56ccbcf95a0da1d14578d0f80c8b9
SLICE_X3Y25_base	SLICE_X3Y25	base	implementation	b6ac5896a742bb0b7859d444a62a8476d7c8d49d9cfeb321fdd401a399df02a3	8fe7559cd36a2821b17e2eca7f75a163ff58cdbb1808c703aba149a1d5a377c4	2272a05b596028d63248ecbce7cfc8c94f7e16f8f9a3813f56d608270e961e98
SLICE_X3Y25_ce_tied	SLICE_X3Y25	ce_tied	implementation	82e98a2309d5d7c1224c4a0c462b9b565480f7cd19dbbdab469c2cf9aea4d73a	4832319afb542a213d648346cf496e4c01edde7bd2dd5b15efc10be07067a2ae	6e1f16e818f2631d83248cf69fe087bd56f785d3c7dccfede48daa3fa479cf98
SLICE_X3Y25_clkinv	SLICE_X3Y25	clkinv	implementation	ce380351618056cd2bd762477d74eaf7be92ae30e1bc626a3fdc2e1d1eb00b18	3b6f576092f415d616e8990ed0de25a98eb42fd565ce75ba36eb434928b72aa3	0dff22aea4f7aafa6df0285479fa0080afaf42f68571b7250170fa248c556c65
SLICE_X3Y25_latch	SLICE_X3Y25	latch	implementation	7d23d2843ae6846f8eb235f9636f19409708d6d59ba95cd6799780269edc02db	5b4d3935267fed84aa6b7df5b4c32e318d9fabb459e5e8a011d8a686599d8ad9	eb37eea587201428753a4287bfcba882fafe7e59d611bbdd9644e0dd15cc3d27
SLICE_X3Y25_latch_base	SLICE_X3Y25	latch_base	implementation	9cf07c3f77baa659f2b220f1a719b6bfa32a63b9eb3dd6e7bbcb5db7d9fdbba7	fa32fe58292c9cf733fea6ed994698b2f1785e50e78f567b1f5d2b2baab379c6	1ccf990ccb11bddd8546dd617274b51b72d0f65891b37d205ce48aebf9d2e05c
SLICE_X3Y25_sr_tied	SLICE_X3Y25	sr_tied	implementation	7d678a8a9f144ffe3a7f90b5eb604761625227a972a67c1dfc874b7658fe2c47	a8730dffdcfc4313b4e16e72c05fcf9b93d82f009d8f2710baca18cfce8e11c7	c4e62ce0a44adbef974788fe40c40f4e10722bf32f8388ace42b0203acd8c50a
SLICE_X3Y25_zini_A5FF	SLICE_X3Y25	zini_A5FF	derived	53a6b878f0ad1a1b17b4ae11b4d69350c2c3867f0a81813d69ec43dc9337cdf1	1edfff496b701be319291edd4256dbf9292fefa4235356f3762f286db94c70b6	a40d4486f52fa0e803bbea85cdb073ffe1602472f9c02de34c68936855e337ae
SLICE_X3Y25_zini_AFF	SLICE_X3Y25	zini_AFF	derived	73064d529f450c99db4e65ef73619f6a6c8486509d211f033959c81349e16097	7c53823a34ab155b0723f38f529606509e6bc4b4b909f5fe0a01516199349a07	a6ddaa8eebe2ac7b7fa1f4453cfc534a24160d472fc1d04ab56826fcb7fa3ef6
SLICE_X3Y25_zini_B5FF	SLICE_X3Y25	zini_B5FF	derived	70e8245850084b83ae8908b211041a5ace3d7637fd4a3b9bf6a1d8147595e9af	0b882f1124c7387aa894982393205300f028eacce9a4037588287e35364b7e0c	f37c0178dbe1c75fcf1a22b8707a041d462e53e8f2b7ac7d1146ab0c65c581ca
SLICE_X3Y25_zini_BFF	SLICE_X3Y25	zini_BFF	derived	60d4070fcc41eaaa0b444f52e8a4449e94ea174bd5c91e31e64fa3145a94c7a3	ce07027b9cbd1addbf9ba460dea7a7d2cbbac0f3665e62bbfc28602d721824df	37ee572a1c38b463d51b93170307c05903f2839025bf1f8a82edc80473c00aae
SLICE_X3Y25_zini_C5FF	SLICE_X3Y25	zini_C5FF	derived	6f9f5cd6711d99f2915d613d0171d9b77edf638e292753fa29c3d3aa399bbe4f	2103dfbadf699abcd40ae94b0950f70bb79775b5ad74a817b3b943da4981748c	706a85af5b68a7c0dbd5bae9b482f8b97e20fd89da2ab7ed5d0aaf7daeff1e7a
SLICE_X3Y25_zini_CFF	SLICE_X3Y25	zini_CFF	derived	237b6af8535b2d31f67a91d66ac8d7592881d504d95402ed7d0e7f0a419912a1	7fc23fddc24008721985a2a8a2846956281e1d6f4e26d92b6b09bc4a5eaebe5f	9e65ecfcd757f1546c259410e2a62cac3600c0fe14b5089c6baefa4ec2b2597e
SLICE_X3Y25_zini_D5FF	SLICE_X3Y25	zini_D5FF	derived	44a0366b60391d3e6294e56cba388ccf38260caf63c310de3bae4aa11d3f14fb	a7e2b8373b2015b5886f2a44af0e0bb243a879c670e55e9775ac9629da402836	0465ce93c1171fa4a02a48faa89689e52bff81f0b6db5ee74a7168e994f2d563
SLICE_X3Y25_zini_DFF	SLICE_X3Y25	zini_DFF	derived	8541c007a79d2833e277e763b2ec414f3cdf932f326bb9168b7499990d362b8a	6859bde4198613c710bc015d8d4368f43de62e5e24869107c8b9eac69c608d9d	683cfcbb65df602ce555c9f7e6b402be376aeda41ea74dce4d909468ca6c8192
SLICE_X3Y25_zrst_A5FF	SLICE_X3Y25	zrst_A5FF	implementation	00eb79516111c4b51336d33675ec083cb87bf6f7bec6b1b18d94712bb1ea412f	a537d08903f116779c63808bc9815ff97cc12dfaa68b20804f6c079abbabf67a	6fef77aa286bf619c7e16e6fd45825f8b346a526923fd0cddfa04d6d6954f4dc
SLICE_X3Y25_zrst_AFF	SLICE_X3Y25	zrst_AFF	implementation	a4c9bfd8ba984791b46f703e84d9823ce618841ef3dfff6d4bc1a5569e503f39	a07b8a1ecd1fd0d45b075efab048a7e66ac88de1b1fc165433833beff44aa9c8	b1f551f131725aefb32665be639df701cac02fa220b3b044070662e5720887f1
SLICE_X3Y25_zrst_B5FF	SLICE_X3Y25	zrst_B5FF	implementation	3412c61eea63bd7717fe3b6e84af481416f7878d4112cb002c3409709cad0948	562dd1aa2693d26d9d88b2cb3095d4b05aa6f2286d1bcbb5ffb1b528a8898716	6072a6ca0b3ed78d220a9b3055071d4507b340ebc8c950028bbd6c83e5b051f7
SLICE_X3Y25_zrst_BFF	SLICE_X3Y25	zrst_BFF	implementation	71472d0046dcd04571b05fc0eedb1d57ecaded27223d8fbd459643f994d5f96e	1a6ca84acf62c355f6b3bd71d86559b03151ea44120aa553102179ea7076aa34	a73c7a2dd9f57a3c8e65900ee7261e1f6124ff0cd386ac38c91bd4489410aef6
SLICE_X3Y25_zrst_C5FF	SLICE_X3Y25	zrst_C5FF	implementation	a352379588df6bbf9be4d9c26c46bb597d48d533623c2c5ecabdb326223db4d3	271d234cf8676b66793a297bf2cc899da8b17adb6df03776e3eb12f4502176f1	9244b2c4d15fcc43b78c0ca37c50c31701ad6f8f04b90d6599a191134f342a20
SLICE_X3Y25_zrst_CFF	SLICE_X3Y25	zrst_CFF	implementation	a7a060d92686afa138650162fbd8c8dd9da2ff6c654c96cb76807fee9979461b	2ea24d4b90e362e6d3c94946fc4213984e9b34f84cdcafbf856f6471bf29b904	4735e29e34e26b2d6901d5b61fcd68c640cd20624def885e266be56e516ab8de
SLICE_X3Y25_zrst_D5FF	SLICE_X3Y25	zrst_D5FF	implementation	b5139664858d206da0022e1373089fdfcebbe4ab992f1adf8ba3ca2d6f258591	7b941ebaffb285bed8a7045e2f07cae55e8fc909dc39584b8423a1e6cb9fcdde	3c9444e2b557503bef04272d6cbd0b02770c05a974385b3f7b258edc9f95fa90
SLICE_X3Y25_zrst_DFF	SLICE_X3Y25	zrst_DFF	implementation	441a214d0f0c896e297cd1ab5bb94b270996360ce4f60d0d34b292e328b94468	4725fb4206b103e3ffcff28e967ebc0d3c1147edaeceadf9c6bef22be1ce9caa	662dd1f9bbac194d7e2115e6339188f6564425aa97d737c632b98a66f4f8368d
SLICE_X8Y25_async	SLICE_X8Y25	async	implementation	4465f63984e998ffb9c584e2d0e61aea82b807d4c818f384c00eda58a3761301	203c0555bd8310ac5070c9e09d824dc0ad8314ae75792941acc8d7dce6a75f85	b94d2710fb6c8b28b7fbf6e8f58c9a22c918738592c58064fe1d5c2d0dfd81ed
SLICE_X8Y25_base	SLICE_X8Y25	base	implementation	7f34d764c25453963e1a0569a934db5a4694a9ec1742f88f75f3204f5e3a785d	56125294880064945c56a2c60589513516b9c2e530f7870fd68f3df2f6986014	481f1f51c29ac49bd744e3b25f4ba4edb600591e563bc5b8d956af3fb1c71690
SLICE_X8Y25_ce_tied	SLICE_X8Y25	ce_tied	implementation	c7b55813f267b5729266cf8c1335419a9a0138ac43115bdb42dbd6cacec456a0	bfeb3cc6000fc8f66c84eb24ba2af8fd8bfda367b502c2f6ec38043b8c351f72	552899b971c0af393f2ec49b3807a0528df35dcba1f6f6be71de6b9b33e3fd41
SLICE_X8Y25_clkinv	SLICE_X8Y25	clkinv	implementation	526682a095e04b7568b0728296e71dd6f77256dded3ba15b0bd62e71b728db2d	294099b1d394d3d753e484f3a59dbf730b082196637eb800b3102caff3c760fb	9d70940ac68860589b898e841229054f054615e917c639062bae770c0f4d3653
SLICE_X8Y25_latch	SLICE_X8Y25	latch	implementation	6772947aaa6f290df05f57f0c76b01969519a76b45fbd7900b3a1f5f90e7b75e	60762204121eb29ef1e803177a991f8e3323e9effd194cef2b7ef6e7c4582f1e	1cb1cb6356dc04e196415732717fc9a2700a9d742d69e45872d305c470818034
SLICE_X8Y25_latch_base	SLICE_X8Y25	latch_base	implementation	322e0842467cd4557cf02a7b7304358ec2cabaa079468b500ebcf7b829ce78eb	58e0c7fa823f96d14c75aa2dca4161e8a7eea8d611eec25a3766f25f0cd5cc70	d065b5cdb3e7e482a2d140be1fe688a88282c25045907e780be42e4e73c55500
SLICE_X8Y25_sr_tied	SLICE_X8Y25	sr_tied	implementation	16b64310c46e311503ec25869e4af1799a42555ebf1b06637352c1515d2e4dfd	aaf0a5c8c0dcd2a3ddb901a010c8873f563c273974d66666122c501322281e15	8505c81beccd73c1ae62ad570504378c92c9361610766df7c10a9bae14828d54
SLICE_X8Y25_zini_A5FF	SLICE_X8Y25	zini_A5FF	derived	643c369295beab25f7ec3adfbfa938d491ea00612d18400c9d66ce20f52c8daa	6c320bd29aee1c871af2c01ba7b9678673143d7f3917e93e332f33c52b07be8e	dc714ecc1c4701a21850dcb8f2ef6516c814b5134be567c3d48a2e9841d3cd10
SLICE_X8Y25_zini_AFF	SLICE_X8Y25	zini_AFF	derived	60dbeba32c83b88d5cba1ceef0f1e39db0ea97f4b561fb166263b49cb1a58f98	06ca20349fa007982a94447c11ce8821aa1c1fddd172d4b136b131dfff6be356	b639e8335bdee9b20ff73810faec39b9b6138efa19c0263a5a6b88062d32385e
SLICE_X8Y25_zini_B5FF	SLICE_X8Y25	zini_B5FF	derived	23ed9fdfe1db7ee44ae6945821094f63aa8734149541b6c3ae9066328a899529	1ffd849ae268a0c3f42d061c38cc0f158696d4ef209138a32fcc425b010736b7	e6dc6ef11ed19c47fdf63c098c9b5a9d2b08aa1e8027e4365c911b4c6dd83c07
SLICE_X8Y25_zini_BFF	SLICE_X8Y25	zini_BFF	derived	6724687462b7d06f262c147e6d3a6b55ab7d946b68423fd9e03b5900bcf28c7b	4d1a467f7dc95a63966976f1fe44e506f3b570550ec71ef7584a61eda661dc24	c9913d06c0b656367e83b5d5fe5e41b52888b6ad7d71d44f729002055ac88bf3
SLICE_X8Y25_zini_C5FF	SLICE_X8Y25	zini_C5FF	derived	8bcedcd9944767558fda28421dbee161d2e224e158345369f82af984a3213d18	408e7b6886f1b64bcc8922ba859a6817bf5104f021c09f46b390f04c2a01d80e	ce4bde1d2058e9add3d8980c50f64df465566dc3a0cd4296146ac75f0dcb53c9
SLICE_X8Y25_zini_CFF	SLICE_X8Y25	zini_CFF	derived	0b4d554cb675fac7c7d313fa29dabe2c9fc2e09b4df803d6be3d2812e6410cf2	2af6f9ae1929964293051707622d7aa43eb944369935482b60dd8c7dff3dc2ec	2b477931a1bb906f8a105c27a95f9735adc10115d8c817a6a4be5c25a62ebead
SLICE_X8Y25_zini_D5FF	SLICE_X8Y25	zini_D5FF	derived	f2266310da68b9dfdb429b929601b2e93b3b8c7017d477d6b5bc434a2e14fddc	544e2c74b589661347ff20f51ad089093e6af803923f3159ad04449ef9467227	5b668ceea0672acc9b8fa982d56d32930f13fa3e2092b7672ae460f7237ca74a
SLICE_X8Y25_zini_DFF	SLICE_X8Y25	zini_DFF	derived	117aee553249fe38b93a68afc0c1f7b0d64bc43adf14e8d2960f31ec1aa1ee76	b76d8231f3ea55665cd04d505efb0c8e9f6ecd1462959dcdf2efc1791649b8cd	be385c6d4d39ce37f8e9bb59965b1f29ca1442e18d829467b97a46c06b4c8596
SLICE_X8Y25_zrst_A5FF	SLICE_X8Y25	zrst_A5FF	implementation	81e4aabfc0261d01fd276178c36642af2940eeb925b216d2976e26ee3c3aabb8	7d14bdff0175ce75eaaf9406d3110e4353b5b271c4d3cc7346f43a49886ee74e	1b02692647aac2e1c480a4d38db32cce1b35a4396157235c9158be028dd9dd55
SLICE_X8Y25_zrst_AFF	SLICE_X8Y25	zrst_AFF	implementation	34a5f15ea969f2f5f95458cedfc1ac2275c472322cf4c102b8cc2d4ce7d4ad88	5fdb9ab3ff6d27b7d25effcde0705df4d2107935523bfbdf3841c30e77492960	48803adc5828330470d619b8f1d57ddfa68b0849f8048dadf7d94b23ea3c4750
SLICE_X8Y25_zrst_B5FF	SLICE_X8Y25	zrst_B5FF	implementation	e2e4025fa92b8610fc23b837cea1b387afbcf5afd1bc69c9871df0b99b51d02e	9d70eb2089f676b5b2f1d379fd70213e8c87f2622bdcd9105d52d70a58a5248e	10be25ce7500b4bae3f54a579a6b4f31f0f0640ee3ed980a85db4960bd4e02fa
SLICE_X8Y25_zrst_BFF	SLICE_X8Y25	zrst_BFF	implementation	f1dd2ae855905d8353ae048acd25901e2d83e8646ecc58b7b6ff11016658de55	a7344e742a03408099f5db3e28ee1327d06d791f2df32985db98287696d0afd5	174fe468b0f01a44cc7f8e3904f0ed9d9cb20edaa2a45bb34dc8764d7f63064a
SLICE_X8Y25_zrst_C5FF	SLICE_X8Y25	zrst_C5FF	implementation	11f601d837c7f36a17467c72e530ac02f08b859ce1baec9312965e93a6ac9a35	2563519def7198e75a0f85ee4d7a3a49cfc96547b9bad3e4795ca97a5c93a211	9dfc4242bb0b934856c01c4a8b667e48000fca276af672e2d43c91daefb1255a
SLICE_X8Y25_zrst_CFF	SLICE_X8Y25	zrst_CFF	implementation	ba4f6e107207c582e88118f869e2391b8d43b0c05bbe658dcb2aac6bde192fe2	f5b9596dfa40feaa0e0ade72fd4dd0439e9acc20573fd31c94d4ebc310a55c49	e1a307caf71b305af468e9547cdf3beeee690aee172fc05e1e86ea951146a9d3
SLICE_X8Y25_zrst_D5FF	SLICE_X8Y25	zrst_D5FF	implementation	b4aebc3668c8106b42b49095c3d4ca72c1704e2c7299a28ff86b8bf2cfee0f00	86dbe9168f0ea5e507381eaf6f57394cfd8d152b3e705b450e45068327b046d9	f5eff160696e6f72fff357b879f5c01ebed0291ca2cf64c943581bbee97f5eca
SLICE_X8Y25_zrst_DFF	SLICE_X8Y25	zrst_DFF	implementation	409dc9c9fbdafe9a65b060a563671eb01df24460a61b37f32457be43de6f7b17	2bdabfa5e3f8250c12646868e9d19d340554c066395f891fcf971e760535f72f	ad105350d0449fc36be5cc8357fad2547f59f076fad573ca3269d81f118644c6
SLICE_X9Y25_async	SLICE_X9Y25	async	implementation	ae44ac37c0d00d668f80201507d3b6080e1f17c1128d31e25bd35f5f7d606b65	ab5120f36d97611fae89d02c93487f3f79165ac0cdf6f18eb44218a645b50729	ed0a9a4acce6f775e3ee8ba2ea52cd57652e21fdb0e3ce53654501b3d79621e4
SLICE_X9Y25_base	SLICE_X9Y25	base	implementation	e1c9a3757caada7d7b3dbe5e08047a84188a69f60c8b46702917f5492d16b043	3ad4497b633f6c0fcd15578882b8d7ec43f3577a147e8d9a1bcfee60cb978a6a	a85b1d4d148dc8b0b7372a2a4c037aebe8dc898742f4ed9ae728547a140b3e96
